english,lunyoro
scuffle,rwanisangana
"The king was furious, so he sent his servants away and destroyed those murderers and burned the city","Baitu omukama yakwata ekiniga; yagaba iherye, yahwerekereza abazinzi abo, yayokya orubuga rwabu"
HIV/AIDs can be very hungry in plants or plants,"oburwaire bw,akahuka nubusobora kujanjara kurabiira omu bicwanta rundi omu bimira"
It is much better for the angels to be chosen than for them,nakira ati oburungu bamaraika obwekugwetwa ibara erirungi okukira bo
the sky is cloudy,eggulu ririna ebire
"The whole crowd cried out, ""Kill him! Set Barabbas free for us!"" (","Baitu bona bakatokera haiguru ngu Omuiheho omuntu onu, otuleke're Baraba:"
Then Jesus sent messengers to the villages of Samaria to get ready for him,yatuma abakwenda omu kika ekya Babsamaliya okumutekaniriza
"For the same one who said, ""Do not commit adultery,"" also said, ""Do not commit murder."" Even if you do not commit adultery, you have become a lawbreaker if you commit murder","Baitu ogu ayagambire ati Otalisihana, nuwe yagambie ati otaliita. Nukwo obwotasihana baitu obwoita, buli ofokere omusisi webiragiro"
"to pulJ tight, stretch",bbana
"to cause to select one out of many people, pick on, etc",okuomeerrisa
the horse runs fast,embalaasi iruka bwangu
And there is no doubt that a child is blessed with a great blessing,Kandi hatali okuhakana omuto asabirwa omugisa omukuru
"If he sins against you seven times in one day, and each time he comes to you saying, 'I repent,' you must forgive him.""","Kandi obwaraba nakusisa emirundi musanju ha kiro ekimu, kandi emirundi musanju akuhindukira nagamba ati Nyegarukiremu; omuganyirege"
water is kept fresh in the dry season,ebicweeka ebyamaizi biryo rubigarurwo buryaka munyikara yobuhangwa
But if he remains silent who can condemn him If he hides his face who can see him Yet he is over individual and nation alike,Obwaha obusinge noha asobora okucwa omusango Kandi obwasereka amaisoge noha asobora okumurora
For the rod of the Almighty is in me my spirit drinks from the rod of the Almighty who is against me,Baitu engobe Zowobusobozi bwona ziri omunda yange Obusegwe omwoyo gwange obugunywa Ebirukutinisa ebya Ruhangabyesimbire enyiri okurwana nanyowe
I was born in a family,Nyowe nabira mu bucampali
a large tree with tbrony branches,mugwo
to undo/reverse be spilting,okuseesekura
"selfish, disagreeable, unkind person",mukiiouuki
continuously visited asking for something (e.g. payment of a deduct),to continuarry visit asking for something (e.g. payment of a debt)
"I will do whatever you ask in my name, and my Father will be praised in the Son","Kandi Ekimurasabaga kyona omu ibara ryange ndikikora, Isenyowe anyumizibwe omu mwana"
body,omubiri
This will be your chance to tell the Good News,Kiribagarukira nka kaiso
to dry meat over the fire grill,talika
For he was taken along with us and was given the task of distributing it,"Baitu akaba'rwa hamu naitwe, nahebwa omugabo ogwokuhereza kunu"
"""You are a Samaritan, but you must go to the lost sheep of the people of Israel.""","Orwabasamaliya, baitu hakire mugende hali entama ezibura ezomu nju Yabaisaleri"
pocket,ensahu
"""this is my blood, which seals God's covenant, my blood poured out for many for the forgiveness of sins","baitu niyo sagama yange eyekiragano, eseseka habwa baingi obwokuihaho ebibi"
"The men who had been taking care of the pigs ran away and went into the town, where they told the whole story and what had happened to the men with the demons","Abakaba nibazirisa, bairuka, bagya omu maka, nebigambo ebyabaireho abakwasirwe emizimu"
My colleague has instructed me to present a report of what has happened,Nyampara wange andagire kuhayo alipooti yebikozirwe
"What did he do to you?"" they asked. ""How did he cure you of your blindness?",Bamugambira ngu Akakukora ata? Akaigura ata amaiso gawe?
"a large tree, the bark of which is used for making baskets",a rarge tree
Uganda started a revolution,obulemu obw 'okucungw·a Uganda bukatandikira ruwero
"Jesus said to them, ""I tell you that you who have followed me will also sit on twelve thrones judging the twelve tribes of Israel when the Son of Man sits on the throne of his glory",Yesu yabagambira ati mananukwo nimbagambira nti Inywe abankuratire nyowe omu mazarwa agakabiri Omwana womuntu obwaliikara ha ntebe eyekitinisakye nainywe muliikara ha ntebe ikumi na ibiri numucwera omusango leri
"The servant who had received five thousand coins came and brought another five thousand. 'You gave me five thousand gold coins, sir,' he said. 'I have earned five thousand other coins!'","Ogu ayahairwe etaranta itano yaija naleta etaranta itano zindi,nagamba ati mukama wange okansigira etaranta itano; dora nkagobamu etaranta itano zindi"
"Give, then, the same gift to you: the good gift, the gift, and the gift that comes from God, the source of all that is entrusted to you. For the gift you receive is what will be given you, and you will be filled with it","mugabege nainywe muligabirwa; endengo enungi, igatitwe, ecikinyinzibwe, erukuseseka, niyo balibaha omu kifuba. Baitu endengo eyimulengeramu, nainywe muligirengerwamu"
She is suffering from flu,Arwaire okuhungira
My relative lives in the Kingdom of Tooro,Omunyabuzaale wange ikara mu Bukama bwa Tooro
"you will look and look, but not see","okubona mulibona, kandi ti muryetegereza:"
calm,become
"They were looking for Jesus and told one another, ""What do you think? He is not going to the festival?""","Kandi base'ra Yesu nibagambiragana, bemerire omu yekaru ngu Nimutekereza muta? Tarukuija ha bugenyi?"
likeness,• ekisisani
"g. oneself, amarwa(baragi) etc. gin",g. oneserf; amarwa(baragi) etc. gin
"to be proud, boast, be proud",see entugute
"The first time I was told to pray, I heard a revelation from my heart","Omurundi gwokubanza , obunayezirwe kusaba ,nkahurra okwimukibwa omunda yange"
to undo/reverse be in place with a clear viewing,okubwezekura
"Jesus again placed his hands on him, and he healed all",Kandi yagaruka okumutaho engaro ha maiso; yabyona kurungi
Good morning sir,lepry to a carr; oraire ota taata? Goad morning sir
"For I have sent you, my friends, so that our boasting about you has not been lost in this matter. Be ready, just as I have told you","Baitu nkatuma bene baitu, okwenyumiza kwaitu habwanyu kutaba kwabusa omu kigambo kinu: nkokunagambire, inywe mwetekanizege:"
"Pray, then, that the Father in heaven will give you whatever you ask","Nukwo musabege muti, Isitwe ali omu iguru"
"to cause to bring near, give holy communion, serve (es p",okusembezisa
They will not speak on the housetops or on the streets Yes the number of wisdom is greater than the number when it grows up,Tibaligamba ha korali nobuhokuba ha kurursitali Ego omuhendo gwamagezi nugukira obubale oburukutukura
"So be glad and rejoice, you heavens and all you that are in them! How terrible for the earth and the sea! The Devil has come down to you, because he knows that you have only a little time left!""","Nukwo musemererwa iguru nabarukuikaramu. Ziribabona ensi nenyanja: baitu Diaboro asirimukire halinywe ayina ekiniga kingi, baitu abaoine ngu ayina akacu kake"
"stroke, stroke",to stroke; abandrr abamu bagonza muno /tusiisiriza embwa zaabo hamugongo
"Then Peter said, ""Look! We have left our homes to follow you.""","Petero yagamba ati Dora tukasiga ebyaitu, twakukuratira"
"What should I do, then? I will pray with my spirit, but I will pray also with my mind; I will sing with my spirit, but I will sing also with my mind","Nukwo kiki? Ndasabaga omu mwoyo, kandi ndasabaga namagezi: ndazinaga omu mwoyo, kandi ndazinaga namagezi"
he was tempted to have music,akaajuzibwa kuba n'ebyokuzaanisa
Why do you not forgive my error and take away my offense But now I will lie down in the dust and you will try to look for me but I will not be,Kiki okutaganyira ekyokusisa kyange Noihaho okutahikira kwange Baitu hati ndabyama omu cucu Kandi oryekamba okunsera baitu tindibaho
"But you must obey my teaching, my conduct, my teaching. My faith, my patience, my love, and my endurance","baitu iwe okukuratira okwegesa kwange, nengeso zange, nokuhanura kwange, nokuikiriza kwange nokugumisiriza kwange, nokugonza kwange, nokuguma kwange"
to be sweated,okutuuyibwa
were healthy I would be seeing you off (every time you go),kuba ndi mwomeezi mba ninkusendekereza
The news about this spread all over the hill country of Judea,Okutina kwabakwata bona abakaba bahe'raine; kandi ebugambo ebi byona byaranganwa okuhika omu nsi yona eyensozi eya Buyudaya
the fall he/she had resulted into a chronic ache,ekigwoyagwire kikamurugirwamu e111oto
"But we don't want to offend these people. So go to the lake and drop in a line. Pull up the first fish you hook, and in its mouth you will find a coin worth enough for my Temple tax and yours. Take it and pay them our taxes.""","baitu itwe tutabatabaijura, ogende ha nyanja, onage ekisoha, oihemu encu erabana okuibu'ruka; obworakasamya akanwa kayo, orazoramu esitateri: niyo otwale, ogibahe habwange na habwawe"
intelligenc e,amagezi
the trader buys few goods and loses the world,omusubuzi onutaito agwa ebintu bike kandi bihwa bwansi
After a long time the king of those servants came and counted the money with them,"Kandi ebiro bingi obubyahinguireho, omukama wa bairu abo rubale yaija, nabara nabo omuhendo"
salivation,orurusu
"and do not cooperate with the deeds of the darkness, which does not fight; instead, forgive them","kandi mutaliterana hamu nemirimo eyomuirima etarukwana, baitu hakire mugihanege"
"If I do not do the work of my Father, then you will not believe me","Obundaba ntarukukora mirimo ya isenyowe, muleke okunyikiriza"
to the land of deepest night of utter darkness and disorder where even the light is like darkness,Ensi eyomuirima kasira nkomuirima gwonyini Ensi eyekiituru ekyokufa nambere hatali kuterekera Nomusana nambere gusisana nkomuirima
"{pf. -bi, -junzire, -bihirire)","kyegemba; fa// b., garanjuka, gwa bugazi. \text, v. \text bad, -bi, -junzire, -biihire"
The king gives us nine days to wait before being defeated,Omukama obu atuuza omuguta gwe gwnara ebiro mwenda gutakatabaaziibwe
The descendants of Merari you will sing to them like their songs to the house of their fathers,Ebya batabani ba Merali olibabara nkebitabu byabu okubiri nkenju zabaisebo okuziri
"He is not here, but he has been raised to life just as he had said. Come and see the place where he was lying","Taroho hanu; baitu ahumbukire, nkokuyagambire. Muije, murole ekiikaro nambere abyamirege"
"to 206 to help, aid, assist, succour each other",okukoonyerana
"to be cleave, clinged",okuebikyibwa
"Go, then, as children of light, for the children of light are in a good and just way",mugendege nkabana abomusana ( baitu ebyana ebyomusana biri omu burungi nokuhiki'ra namazima)
"The seeds that fell among thorn bushes grew up and grew up in a good soil. They bore grain, thirty-six, sixty, and a hundred","kunu tikyana,Kandi mbali abasigirwe nambere ahali itaka erisemire, nibakiikiriza; abakukwana ebyana, emirundi amakumi asatu, nenkaga, nekikumi"
"The doctrine of Banyoro-Batooro is this: it is inspired by God, the King, the Father, the Son, and the Son","Enyegesa ya Banyoro-Batooro eba eti; EKITINISA KIHEEBWA Ruhanga, Omukama, Omuzaire, Isezara muntu, Ente"
target,esabbaaho
"When the woman saw that she had not been hidden, she came trembling and fell face downward and told everyone what had happened to her, and how she was healed at once","Kandi omukazi obuyaboine okwataserekerwe, yaija natukumira, yainama omu maisoge natebeza omu amaiso gabantu bona ekyamumukolezeho, kandi okuyakizibwe bwango"
"There is no difference between you and me about this matter, but your heart is not right in God's sight",Tonyina mugabo nobukwakuba okubagana omu kigambo kinu: baitu omutima gwawe tiguto'rokere omu maiso ga Ruhanga
The dancers were not nuthumic due to bad druming,Engoma egambire kubi abazini ba lemwa
I am able to do everything for him who gives me strength,Ninsobora okukora byona habwogu arukumpa amani
Health care has different types of care,Obujanjabi bwine emibazi etali emu
"He had a message for a young woman promised in marriage to a man named Joseph, who was a descendant of King David. Her name was Mary","Nazalesi, hali omuisiki ataramanyire musaija, akaba ajumbirwe omusaija ibararye Yusufu, owomu nju ya Daudi; nibara ryomuisiki Maryamu"
"But if you are Christ's followers, you will never lose your reward.""","buli ali habwaitu.Baitu omuntu wena alibanywisa empwahwa yamaizi, inywe obwokuba aba Kristo, mananukwo nimbagambira nti taliburwa emperaye na kake"
You were set free from sin and became the slaves of righteousness,"kandi obumwahairwe obugabe okuruga omu kibi, mukafoka abairu abokuhiki'ra"
Leave me alone to be afflicted and to be afflicted but I will obey your commands,Onyiheho okujumwa nokugayibwa Baitu nkakwata ebiwamanyisize
"""Now, what do you think? There was once a man who had two sons. He went to the older one and said, 'Son, go and work in the vineyard today.'","kandi numutekereza muta? Haroho omuntu akaba ayina abana babiri; akaija hali owokubanza, nagamba ati Mwana wange, genda okole emirimo hati omu rugonjo orwemizabibu"
fort,ekigo
"To give to the one who is sinning against the body of the Devil has been removed, so that the Spirit may be saved by the Day of the Lord Jesus","okuhayo ogu arukusisa ati hali Setani omubiri gughwereke'le, nukwo omwoyo gujunwe ha kiro kya Mukama waitu Yesu"
Some farmers like planting without planting seeds,Abalimi abandi bagonza kulima nibataba tabuura kubyaara embibo
"They grabbed him, because he had put a purple robe on him, and he ran away without doing anything","bamukwata; baitu yasiga orugoye orwa bafuta, yairuka busa"
The man collects coffee beans,Omusaijja asoroza ommwaani
He preferred to be mistreated with God's people rather than to enjoy the temporary suffering of sin,"nayegomboza okukorwa kubi hamu nabantu ba Ruhanga, okukira okuba nokwesemeza okwebibi okurukuhwaho bwango"
For the waters will overflow and the plants like a plant,Baitu habwokukaga amaizi galirokera Kandi gulizara amatagi nkekintu ekibyairwe
soboorra,garukamu
If his sons forsake my law and do not follow my statutes,Abanabe obubalirekayo ebiragiro byange Okutagendera omu misango yange
"Sell what you have, and give up what you have, and do what you have to give to the poor. Sell what you have, and give to the poor, and you will have no need to pay back what is earned","Mugule ebimuyinabyo, mugabe ebyokuganyira; mweko'le emyeko etarukukura, itungo eryomu iguru eritahwaho, nambere omusuma atai'ra haihi, nobwekuba enyenje okusisa"
omwata,ekiitaiju
Why should I not answer him and contradict my words against him,Kirisura ki nyowe okutamugarukamu Nokukoma ebigambo byange okuhakana nauwe
He used a machine for planting trees and planting food and a machine that many people had not used,Akaba nakozesa enkora yokubyara emiti nokubyaramu ebyokurya nobuharaba ngu enkora enu akaba etakakozesibwe bantu baingi
He has built riches and God will raise him to life,amizire itungo kandi aliritanaka Ruhanga aliriiha omu ndaye
I use shampoo to was my hair every day,Nkozesa esabuni yisoke kwogya isoke ryange buli nyenkya
to be untidy esp each other,okujwabiirrana
"They were in Thessalonica, where they proclaimed the word of God in the synagogues of the Jews. They were with John, who was their apostle","Obubakaba bali Saramini, batebeza ekigambo kya Ruhanga omu maso'rokaniro Gabayudaya: kandi bakaba bali na Yohana, omuhereza wabu"
"The seeds in the field are three parts: maize, beans, and beans","Embibo zebirimwa omu musiri zirumu isatu baitu buli mibo ebyairwe omurukarra rwayo yonka; ebicooli, ebihimba n'ebinyobwa"
spinal cord,enkizi
to cause to pile up together at o ne place,okuerundisa
exclude,anga
"Jesus said to her, ""Martha, Mary turned around and said to him in Hebrew, 'Teacher!'",Yesu yamugambira ati Maryamu Yahinduka yamugambira omu Reheburaniya ati Raboni; amakuru gakyo ngu Mwegesa
"The four angels were released, who had been prepared for the Day and Day of the Year, to kill up to one third of all the people","Bamaraika abana basumu'rwa abakaba batekanizibwe obwesaha nekiro nokwezi nomwaka, okuita okuhikya ekicweka ekyakasatu ekyabantu"
The lions may roar and growl yet the teeth of the great lions are broken,Okububura okwentale niraka eryentale erukuruma namaino agentale ensigazi gacwekere
"to scratch oneself, pr",eyagura
"For God's grace has been poured out on me, and his grace has not been without effect on me. I have worked harder than anyone else. Not only am I, but God's grace is with me","Baitu obwembabazi za Ruhanga nkokundi nukwo ndi kandi embabazize hali nyowe zikaba zitali za busa: baitu nkakora emirimo nyingi okubakira bona; kunu tali nyowe, baitu embabazi za Ruhanga eziri hamu nanyowe"
On the third day they threw themselves into the boat's boat,kandi ha kiro ekyakasatu banaga nemikono yabu bonka ebigendesa ekyombo
"to be pleasing to, beseem, deserve",semeerra
"They arrested him and led him out to Annas first, because he was the father of Caiaphas, who was High Priest that year","bamuboha, babanza kumutwara hali Ana; baitu akabali isezara Kayafa, akabali nyakatagara omukuru wabu omu mwaka guli"
The deacon's chief duty is to assist the priest,Omulimo omukuru ogwa omudikoni nukwo kukonyera nyakatagara
If he goes and looks after him God will raise him from his great wrath and he will pour out on him as the rain is eating,Obwaliba nagenda okuigutaendaye Ruhanga alimunagira ekinigakye ekingi Alikimunagira nkenjura bwaba narya
Your ancestors ate manna in the desert and died,Baisenkuru inywe baryaga emanu omu irungu nibafa
The cold weather is threatening the enemy,Emanzi kaswa zirwanisa abaleesi bobutabanguko
They grabbed him and grabbed a message from him,"nibamutega, bakwate ekigambo ekiruga omu kanwake"
"""Why did you go out in the desert to weep? A man dressed in fancy clothes? His parents are in palaces",baitu mukagenderayo ki omu irungu okurra? Omuntu ajwaire ebisemire? Dora abajwaire ebisemire bali omu maju gabakama
The child went to see how he was doing,Omwana akageenda okubungira kaka we
In the same way you will be given the privilege of being called to enter the eternal Kingdom of our Lord and Savior Jesus Christ,baitu nukwo muliherwa kimu okutaha omu bukama obwebiro nebiro obwa Mukama waitu kandi omujuni waitu Yesu Kristo
tradings good it increases income,okusubusura kurungi kukanyisa entahya
There was also a kingdom in Mesopotamia,Asura nabwo bukabaho obukama omu mesopotaniya
The government provides subsidies to farmers,Gavumenti ehereza obukonyezi hali abalimi
"A leader must be put right with God by being disciplined, just as God is. He is not slow, slow, and stubborn; he does not lie to the wine but does not lie to the wine","abobwereme. Baitu omurolerezi kimuhikirire kubataho ekyokuhanwa, nkomukeeto wa Ruhanga; atali wobwereme, atali wekiniga, atarukukunganira ha marwa, atatera atali mwegombi wamagoba, gobu"
Fruit is a crop that grows from the plant,Embibo ziruga omubirimwa ebyenjuma
Keep my statutes to watch over me who will plead with me,Kwatira nu ebihinga obe kaiso wange namberoli Alinkaha alikwatangana emikono nanyowe
He is suffering from sleeping sickness,Arwaire okuhungira
Don't you know that the five loaves for the five thousand men were yours? How many baskets did you fill?,"Timukamanyire nobukwakuba okwijuka emigati etano hali abo enkumi itano, nebigega okubikaba biri ebimwasoroize?"
"The guards answered, ""Nobody has ever talked the way this man does!",Abaduma bagarukamu ngu Omuntu wena takagambaga ati
"to see mpende, e- each other",okukabirana
"to cause to be surprised, astonished, marvelled",okuhoniirrisa
"to undo/reverse beat, floging",okugangurura
"Repent, then, for if you do not turn from your sins, I will come to you soon, and I will fight against them with the sword of my mouth","Nukwo oyegarukemu: baitu obwotaryegarukamu ndiija namberoli bwango, kandi ndirwana nabo nempirima yomu kanwa kange"
And you Capernaum will you be lifted to the heavens No you will go down to Hades For if the miracles that were performed in you had been performed in Sodom it would have remained to this day,Naiwe Kaperenaumu olinyumizibwa ha iguru Olisirimuka okuhika okuzimu baitu ebyamani ebyakolirwe omuliwe kuba byakolirwe omu Sodomu yakuikaireyo na hati hona
to paddle a canoe each other,okugoyana
"turn the table on, roll round",turn the tabre on; see ekyasi
"destructive gale, hurricane, tornado, thunder bolt, lightening-stroke",hungef; destructive gale
get sundial ekisisani,get soired; ekisale
That land belongs to my neighbor,Kiri ekibanja ky'omutahi wange
"Jesus said to them, ""Let her go, and let her go.""","Akaba afire yaturuka, akubirwe omu bibugo amaguru nemikono; nekikoba kiboherwe ha maisoge. Yesu yabagambira ati Mumuboho'le, mumuleke agende"
"to leave, letalone, abandon each other",okulekana
"After they had taken the ship, they took the ship aboard and sailed away. They were afraid that they would fall on the island of Libya, so they lowered the ship's sail and lowered the ship's sail","kandi obubamazire okubihimba, batwara emiguha, nibagizingiza ha kyombo; kandi obubatinire okunagwa ha Suruti, baihayo ebyahaiguru, nukwo batwara kwonka"
the patient coming out for treatment,omurwaire akurugaaheeru
criminal,omubi
to cause to ignore,okuehugyisa
"to undo/reverse ake by force, carry off, ravish, rapeing",okuhambura
to cause to c,okusengukisa
Then Joseph ordered to take away their goods and to take back what everyone had earned and to give them the money to the tenants of the field,Nubwo Yusufu yaragira okuijuza ebintu byabu engano nokugarura omuntu wena efezaye omu nsahuye nokubaha entanda yomuhanda nukwo bakozire bati
to cause to,okuaniirrisa
Farmers do not stop planting,Kulima obutaleka kujwaya
The rainmaker wore a white coat,Omukozi wenjura akajwara ebihoya byenkoko
"The traitor had given him a signal: ""The man I kiss is the one you want, so arrest him!""","Kandi ogu akaba namugobeza akabaha akokuro'raho, nabagambira ati Oundanywegera, nuwogu; mumukwate"
afHictlon,okubooabonesebwa
That is a big thing,Ekyo kintu kikooto
"You provided no olive oil for my head, but she has covered my feet with perfume",Tonsesire magita ha mutwe gwange: baitu ogu ansigire ebigere byange namagita aobwotere
My life is full of your love strengthen me according to your word,Obwomezi bwange buhwerire obwokuganya Ongalemu amani nkekigambo kyawe okukiri
Happy is the person whose sins the Lord will not keep account of!,Ayina omugisa owatarukutekerezaho ekibi
"""Aren't you the Egyptian who in the past stirred up the four thousand men of Egypt and led them into the desert?""","Tiniwe Mumisiri ogu, omu biro ebyahinguire ayayemeseze abantu enkumi ina abomu bazinzi, nabatwara omu irungu?"
"Agrippa said to Paul, ""You want to make me a Christian by your will.""",Manyire oikirize. Agulipa yagambira Pauro ati Nokuhambiriza okutaito nogonza okunfora Omukristayo
maimed,ramara
"They are afraid and cannot keep from making mistakes. They are deceived by the desires you know about them, and by the children of your shame you are in danger of being condemned","bayina, agatasobora okuleka okusisa; nibabihabiha emitima ogwamanyire okwegomba; abana abokukyenwa"
the houses he had built in the house were not able to build,amaju akagamrrteerereza omukaju aka akaba atamkusobora kutaahamu atatiize maju
Take your sandals and go home. I want to give this last one as much as you deserve,"Twara etawe, ogende; ninyenda okuha onu owenyuma nka Iwe"
"The man died, and the angels were gathered to Abraham's tomb. The rich man died and was buried","Kandi kyahika omulegi akafa, yahimbwa bamaraika hali ekifuba kya Iburahimu: omugunda nauwe akafa, yazikwa"
stricture,ekiigaarro
to have a bicycle driven by the wind,okutunga bisoro kikarandiwa abaira
warp,gema
"Peter and those who were in the room where Peter had been buried, when they saw him, they saw his glory and the two men who were standing there with him","Kandi Petero nabo abakwasirwe oturo: baitu obubarozire, babona ekitinisakye nabantu ababiri abayemerire namberali"
to cause to part company,okuhabanganisa
"The knife is used for cutting meat and peeling bananas, cassava, sweat potatoes","Omuyo bagusaza enyama, n'okuhaata ebitooke, muhongo, ebitakuri"
rear,tiina
"to undo/reverse be in excess, remain over, be plentifuling",okusaagura
I am like a garment that is covered with dust like a robe of goats' hair,Nobundukusisana nkekintu ekijunzire ekirukuhwaho Nkekyokujwara ekirirwe enyenje
intercroping trees with crops is called,wmiti esobora rubyarwakandi okagaruka okabyaramu ebirimwa ebindi
"to tuck, hem, finish off (basket, mat, doorway)",kugira
to shave oneself,egemba
"But if I have been sad for some time, I will not repent or turn away from my sins. I have seen that they have already turned from their sins and have seen that they have been sad for me","Baitu nobundaba nabatuntuize omu baruha, tindukwegarukamu, nobunabandize okwegarukamu; baitu mboine ngu ebaruha egi ekabatundize okwegarukamu; baitu mboine ngu ebaruha egi ekabatuntuzaho"
We can they answered,Bamugambira ngu Ntusobora
"If you give your gift to someone holy, give it to him who is holy",Nobukwakuba okuhayo owawe arukwera hali okujunda
"They have come to you but I do not want you to be unaware that I have often hoped to come to you and have been sent to you so that I might have some of your children also among the Gentiles, as I have said to you",Kandi baine baitu tindukwenda inywe okutamanya ngu emirundi mingi nkaba nintekereza okuija namberemuli kandi nkatangwa okuhikya hati nukwo ntunge ebyana ebimu nomulinywe nkokumbaire nabyo omu Bamahanga abandi
pieces,taagaataagura
Can a man who is strong go into a strong man's house and take his goods first to arrest the strong man and then take away his house,Rundi omuntu asobora ata okutaha omu nju yomuntu wamani nokunyaga ebintubye rundi abanza okuboha owamani nubwo alinyaga enjuye
but they mingled with the nations and adopted their customs,batahwerekereze abamahanga Nka MUKAMA okuyabaragire
"take a sip of, smo ke 'pipe' pick up (as birds), peck",soma
My son listen be careful to the elderly always greet them kneeling down so that they may curse you,Mwana wange oyerindege abantu abakuru otezege amaju kubaramukya nukwo baleke kukukyeena
"Every tree that grows in me will bear fruit; every tree that bears fruit will bring forth, and every tree that bears figs will make it grow and bear fruit","Itagi ryona eriri omuli nyowe eritana byana aliriihaho: na itagi ryona erinyakwana ebyana, alisemeza, likanye okwana"
"Then Jesus came to the disciples and found them asleep. Then he said to Peter, ""How is it that you will not see me for a while?""","Yaija hali abegeswa, yabasanga bagwijagire, yagambira Petero ati Rundi timurukusobora okurora nanyowe akacu kamu?"
duck,embaata(e )
autumn,ekiseera ky'okuzingura
way or mode of running,miirukire
"to undo/reverse please oneself, clean oneself, be se\fishing",okuesemezura
"As soon as Jesus got out of the boat, he was met by a man who came out of the burial caves there. This man had an evil spirit in him","Kandi obuyarurugire omu bwato, ahonaho omuntu aroho omuzimu omubi ayarugire omu bituro yamuitirana"
Day and night he cried out in the synagogues and on the mountains,"Baitu ebiro byona, nyamusana nekiro, yayamulizaga omu bituro na ha nsozi"
The illness of the king has taken long,Omukama atwaire akasumi ASAASIRE
Hezekiah was the father of Manasseh. Manasseh was the son of Amos. Amos was the mother of Josiah,Hezekiya akazara Manase; Manase akazara Amoni; Amoni akazara Yosiya
"The temple was filled with smoke from the glory and power of God, and no one could go into the temple until the seven plagues brought by the seven angels had come to an end","Yekaru yaijura omuika oguruga omu kitinisa kya Ruhanga, nomu manige; kandi busaho ayasoboire okutaha omu yekaru, okuhikya emihito omusanju ya bamaraika omusanju obwerihikirizibwa"
leanness due to insufficient feeding,kendukendu
and their pasturelands and their pasturelands in the province of Asher and in the territory of Zebulun and Zebulun,namalisizo garwo kandi omu ruganda rwa Asere Masali na malisizo garwo na Abudoni na
"I will send my two witnesses dressed in sackcloth, and they will proclaim God's message during those 1, 260 days","Nanyowe ndiha bakaiso bange babiri, kandi baliragulira ebiro rukumi mu bibiri mu nkaga, bajwaire obutengo"
For whoever joins himself to the Lord is one Spirit,Baitu anyakuteranizibwa na Mukama waitu nugwo mwoyo gumu
The doctor wears long robes,Omubikira ajwara ebiraihire
"to cause to run away in fright, e tc",okubaabisa
feel,(touch)
They arranged for a feast,Besorolize habugenyi
one who makes food tasty,muouza
"Do not be afraid of the coming back of the grace of our Lord Jesus Christ, waiting for the revelation of our Lord Jesus Christ",inywe okutaija enyuma omu kisembo kyona ekyembabazi numutegereza okusuku'rwa okwa Mukama waitu Yesu Kristo
the author gave a written notice to the author,omuhandiiki akahayo ekihandi ikokye kukituru kya
The guards were so afraid of him that they shook and became like dead men The angel said to the women Do not be afraid for I know that you are looking for Jesus who was crucified,kandi abalinzi okutina bakatina muno nibatukumira nibafoka nkabafire Kandi maraika yagarukamu nagambira abakazi ngu Inywe mutatina baitu manyire numusera Yesu ayabambirwe ha muti
the obstretrician worked on pregnancy women and three child birth,omufumu wabakazi benda nabaana bakuzaanarwa
the paper is good because it is easy to carry,idipa rworoba lirungi habwokuba ryangu kihimba
to undo/reverse cause to doing,okugizura
to be part companyed,okuhabanganibwa
"to cause to feast, entertain, be polite to",okukunirisa
"Do not be quick to criticize or criticize your brother in this matter, because the Lord is the master of all evil, just as we at first accuse you and prove it to you","aleke okugobeza mwene wabu nobukwakuba okumusobeza omu kigambo eki: baitu Mukama nuwe muhozi wenzigu obwebi byona, nkokutwabandize okubahabura nokubamanyisiza kimu"
"to wind, e.g., road, track etc","to wind (e.g. (road, snake etc.))"
He used a pencil to paint his picture,Erangi nyarwomeraho Niyo yakozeseze kusiiga ekisisanikye
to cause to behave fool ishly,okugwijisa
The Aburogaiso are using alot of digital cameras,Aba burugaizooba Uganda bakozesa muno engoma zentega
The elderly woman in the church,Omukaikuru mukuru mukanisa
unruly,erema
"to undo/reverse reckon, estimate, aim at in shootinging",okubaarrura
The teacher helps a five-year-old child,Omusomesa ayamba omwana owemyaka etaano
I have not obeyed your commands forever but have given me life with them,Tinyebwege biragiro byawe ebiro byana Baitu okanyomeza nebi
"and said, ""You went in to the uncircumcised and ate with them.""","nibagamba ngu Okataha omu bantu abatasazirwe, kandi okarya nabo"
"to overshadow, get in the light of, obstruct view",siikiriza
Reading is for those who have gone to school,Kusoma kwabo abomumasomero
The government will put money back in the bank to protect people,") Gavumenti niija kuta sente rwa byokugarrura empindakinduka yo'bwiire , habwokulinda abantu"
I met my uncle in church that very day,Ijo ntangatangainege nyinarumi nyowe hakanisa
people have to be careful when handling a hive,ekijonjoro kyenjoki bakyeriinda kukirwataho
"I tell you, Peter, and I will build my church on this rock, and the gates of Hades will not be opened","Nanyowe ninkugambira nti Niwe Petero, nanyowe ndyombeka ekanisa yange ha mwandara gunu; kandi amalembo agokuzimu tigaligisobora"
gizzard,ekisakiro ky'enkoko
Painting and pottery are visual arts,Kusiiga n'okubamba kyokurorraho kyebihangahangirwe ebikurorwa
In holiness and righteousness before him all our days,"Omu kwera nomu kuhiki'ra omu maisoge, ebiro byaitu byona"
good thing in the body,ekirungi omumubiri
We have been able to look at the sculpture,Tukarambura Omwoleko kurora ebisisani ebisigirwe
