english,lunyoro
[CULTURE] The community builds a new shrine at the sacred spring.,abantu bombeka iramizo erihyaka nambere bona batina
[DAILY_LIFE] The community builds a new shrine at the sacred spring.,abantu bombeka iramizo erihyaka nambere bona batina
[RELIGION] The community builds a new shrine at the sacred spring.,abantu bombeka iramizo erihyaka nambere bona batina
The community will build a new shrine at the sacred spring.,abantu nibaija kwombeka iramizo erihyaka nambere bona batina
[CULTURE] The community will build a new shrine at the sacred spring.,abantu nibaija kwombeka iramizo erihyaka nambere bona batina
[DAILY_LIFE] The community will build a new shrine at the sacred spring.,abantu nibaija kwombeka iramizo erihyaka nambere bona batina
[RELIGION] The community will build a new shrine at the sacred spring.,abantu nibaija kwombeka iramizo erihyaka nambere bona batina
The community has built a new shrine at the sacred spring.,abantu bombekere iramizo erihyaka namebere bona batina
[CULTURE] The community has built a new shrine at the sacred spring.,abantu bombekere iramizo erihyaka namebere bona batina
[DAILY_LIFE] The community has built a new shrine at the sacred spring.,abantu bombekere iramizo erihyaka namebere bona batina
[RELIGION] The community has built a new shrine at the sacred spring.,abantu bombekere iramizo erihyaka namebere bona batina
The sales team presented to a major client.,bakitunzi atangatagaine kiguzi omukuru
[CULTURE] The sales team presented to a major client.,bakitunzi atangatagaine kiguzi omukuru
[DAILY_LIFE] The sales team presented to a major client.,bakitunzi atangatagaine kiguzi omukuru
[RELIGION] The sales team presented to a major client.,bakitunzi atangatagaine kiguzi omukuru
The sales team will present to a major client.,bakitunnzi naija kutangatangana kiguzi omukuru
[CULTURE] The sales team will present to a major client.,bakitunnzi naija kutangatangana kiguzi omukuru
[DAILY_LIFE] The sales team will present to a major client.,bakitunnzi naija kutangatangana kiguzi omukuru
[RELIGION] The sales team will present to a major client.,bakitunnzi naija kutangatangana kiguzi omukuru
The sales team has presented to a major client.,bakitunzi batangatangaine kiguzi omukuru
[CULTURE] The sales team has presented to a major client.,bakitunzi batangatangaine kiguzi omukuru
[DAILY_LIFE] The sales team has presented to a major client.,bakitunzi batangatangaine kiguzi omukuru
[RELIGION] The sales team has presented to a major client.,bakitunzi batangatangaine kiguzi omukuru
"I never thought l'd be able to buy mu own home, but here l am, signing the papers next week.","nkaba ntakunihira ngu nisobora okugura eka yange, baitu ndi hanu, nitekaho omukono hakipapura wiiki ekwija"
"[CULTURE] I never thought l'd be able to buy mu own home, but here l am, signing the papers next week.","nkaba ntakunihira ngu nisobora okugura eka yange, baitu ndi hanu, nitekaho omukono hakipapura wiiki ekwija"
"[DAILY_LIFE] I never thought l'd be able to buy mu own home, but here l am, signing the papers next week.","nkaba ntakunihira ngu nisobora okugura eka yange, baitu ndi hanu, nitekaho omukono hakipapura wiiki ekwija"
"[RELIGION] I never thought l'd be able to buy mu own home, but here l am, signing the papers next week.","nkaba ntakunihira ngu nisobora okugura eka yange, baitu ndi hanu, nitekaho omukono hakipapura wiiki ekwija"
"I never will think l'd be able to buy mu own home, but here l am, signing the papers next week.","nyikaire ntakukinihira ngu ninyija kugura eka yange, baitu ndi hanu, ninyija kutekaho omukono hakipapura wiiki ekwija"
"[CULTURE] I never will think l'd be able to buy mu own home, but here l am, signing the papers next week.","nyikaire ntakukinihira ngu ninyija kugura eka yange, baitu ndi hanu, ninyija kutekaho omukono hakipapura wiiki ekwija"
"[DAILY_LIFE] I never will think l'd be able to buy mu own home, but here l am, signing the papers next week.","nyikaire ntakukinihira ngu ninyija kugura eka yange, baitu ndi hanu, ninyija kutekaho omukono hakipapura wiiki ekwija"
"[RELIGION] I never will think l'd be able to buy mu own home, but here l am, signing the papers next week.","nyikaire ntakukinihira ngu ninyija kugura eka yange, baitu ndi hanu, ninyija kutekaho omukono hakipapura wiiki ekwija"
"I never have thought l'd be able to buy mu own home, but here l am, signing the papers next week.","nkaba nttaine kuninhira kwona ngu ninyija kusobora kugura eka eyang,baitu ndi hanu, nitekakaho omukono hakipapura wiiki erukwija"
"[CULTURE] I never have thought l'd be able to buy mu own home, but here l am, signing the papers next week.","nkaba nttaine kuninhira kwona ngu ninyija kusobora kugura eka eyang,baitu ndi hanu, nitekakaho omukono hakipapura wiiki erukwija"
"[DAILY_LIFE] I never have thought l'd be able to buy mu own home, but here l am, signing the papers next week.","nkaba nttaine kuninhira kwona ngu ninyija kusobora kugura eka eyang,baitu ndi hanu, nitekakaho omukono hakipapura wiiki erukwija"
"[RELIGION] I never have thought l'd be able to buy mu own home, but here l am, signing the papers next week.","nkaba nttaine kuninhira kwona ngu ninyija kusobora kugura eka eyang,baitu ndi hanu, nitekakaho omukono hakipapura wiiki erukwija"
"The the end of this century, we transform our relationship with nature.","hakumalira ye kyasa kinu, tuhindura ekoragana yaitu n'ebyobuhangwa"
"[CULTURE] The the end of this century, we transform our relationship with nature.","hakumalira ye kyasa kinu, tuhindura ekoragana yaitu n'ebyobuhangwa"
"[DAILY_LIFE] The the end of this century, we transform our relationship with nature.","hakumalira ye kyasa kinu, tuhindura ekoragana yaitu n'ebyobuhangwa"
"[RELIGION] The the end of this century, we transform our relationship with nature.","hakumalira ye kyasa kinu, tuhindura ekoragana yaitu n'ebyobuhangwa"
"The the end of this century, we transformed our relationship with nature.","hakumalira ye kyasa kinu, tukahindura ekoragana yaitu n'byobuhangwa"
"[CULTURE] The the end of this century, we transformed our relationship with nature.","hakumalira ye kyasa kinu, tukahindura ekoragana yaitu n'byobuhangwa"
"[DAILY_LIFE] The the end of this century, we transformed our relationship with nature.","hakumalira ye kyasa kinu, tukahindura ekoragana yaitu n'byobuhangwa"
"[RELIGION] The the end of this century, we transformed our relationship with nature.","hakumalira ye kyasa kinu, tukahindura ekoragana yaitu n'byobuhangwa"
"The the end of this century, we have transformed our relationship with nature.","hakumalira ye kyasa kinu, tuhindwire enkoragana yaitu n'ebyobuhangwa"
"[CULTURE] The the end of this century, we have transformed our relationship with nature.","hakumalira ye kyasa kinu, tuhindwire enkoragana yaitu n'ebyobuhangwa"
"[DAILY_LIFE] The the end of this century, we have transformed our relationship with nature.","hakumalira ye kyasa kinu, tuhindwire enkoragana yaitu n'ebyobuhangwa"
"[RELIGION] The the end of this century, we have transformed our relationship with nature.","hakumalira ye kyasa kinu, tuhindwire enkoragana yaitu n'ebyobuhangwa"
I watch a shadow puppet show that told the story of a great king yesterday.,nkasunga ekituru kyomutini nikyoleka ngu kikagamba oruganikyo rw'omukama owamani ijo
[CULTURE] I watch a shadow puppet show that told the story of a great king yesterday.,nkasunga ekituru kyomutini nikyoleka ngu kikagamba oruganikyo rw'omukama owamani ijo
[DAILY_LIFE] I watch a shadow puppet show that told the story of a great king yesterday.,nkasunga ekituru kyomutini nikyoleka ngu kikagamba oruganikyo rw'omukama owamani ijo
[RELIGION] I watch a shadow puppet show that told the story of a great king yesterday.,nkasunga ekituru kyomutini nikyoleka ngu kikagamba oruganikyo rw'omukama owamani ijo
I will watch a shadow puppet show that told the story of a great king yesterday.,ninyija kusunga ekituru kyomutini ekirikyoleka ngu kikagamba oruganikyo orw'omukama owamani ijo
[CULTURE] I will watch a shadow puppet show that told the story of a great king yesterday.,ninyija kusunga ekituru kyomutini ekirikyoleka ngu kikagamba oruganikyo orw'omukama owamani ijo
[DAILY_LIFE] I will watch a shadow puppet show that told the story of a great king yesterday.,ninyija kusunga ekituru kyomutini ekirikyoleka ngu kikagamba oruganikyo orw'omukama owamani ijo
[RELIGION] I will watch a shadow puppet show that told the story of a great king yesterday.,ninyija kusunga ekituru kyomutini ekirikyoleka ngu kikagamba oruganikyo orw'omukama owamani ijo
I have watched a shadow puppet show that told the story of a great king yesterday.,ndozirege ekituru kyomutini nikyoleka ngu kikagamba oruganikyo orw'omukama owamani ijo
[CULTURE] I have watched a shadow puppet show that told the story of a great king yesterday.,ndozirege ekituru kyomutini nikyoleka ngu kikagamba oruganikyo orw'omukama owamani ijo
[DAILY_LIFE] I have watched a shadow puppet show that told the story of a great king yesterday.,ndozirege ekituru kyomutini nikyoleka ngu kikagamba oruganikyo orw'omukama owamani ijo
[RELIGION] I have watched a shadow puppet show that told the story of a great king yesterday.,ndozirege ekituru kyomutini nikyoleka ngu kikagamba oruganikyo orw'omukama owamani ijo
The clinic provided prenatal care for expectant mothers.,irwaro rikatekaho obujanjabi bw'abazaire abaine enda
[CULTURE] The clinic provided prenatal care for expectant mothers.,irwaro rikatekaho obujanjabi bw'abazaire abaine enda
[DAILY_LIFE] The clinic provided prenatal care for expectant mothers.,irwaro rikatekaho obujanjabi bw'abazaire abaine enda
[RELIGION] The clinic provided prenatal care for expectant mothers.,irwaro rikatekaho obujanjabi bw'abazaire abaine enda
The clinic will provide prenatal care for expectant mothers.,irwaro nirija kutekaho obujanjabi bw'abazaire abaine enda
[CULTURE] The clinic will provide prenatal care for expectant mothers.,irwaro nirija kutekaho obujanjabi bw'abazaire abaine enda
[DAILY_LIFE] The clinic will provide prenatal care for expectant mothers.,irwaro nirija kutekaho obujanjabi bw'abazaire abaine enda
[RELIGION] The clinic will provide prenatal care for expectant mothers.,irwaro nirija kutekaho obujanjabi bw'abazaire abaine enda
The clinic has provided prenatal care for expectant mothers.,irwaro ritaireho obujanjabi bw'abzaire abaine enda
[CULTURE] The clinic has provided prenatal care for expectant mothers.,irwaro ritaireho obujanjabi bw'abzaire abaine enda
[DAILY_LIFE] The clinic has provided prenatal care for expectant mothers.,irwaro ritaireho obujanjabi bw'abzaire abaine enda
[RELIGION] The clinic has provided prenatal care for expectant mothers.,irwaro ritaireho obujanjabi bw'abzaire abaine enda
"If the government subsidizes solar panels, more people would use renewable energy now.","kakuba gavumenti ekehya omuhendo gwa sola pano, abantu baingi nibaija kutandi kukozesa amasanyarazi"
"[CULTURE] If the government subsidizes solar panels, more people would use renewable energy now.","kakuba gavumenti ekehya omuhendo gwa sola pano, abantu baingi nibaija kutandi kukozesa amasanyarazi"
"[DAILY_LIFE] If the government subsidizes solar panels, more people would use renewable energy now.","kakuba gavumenti ekehya omuhendo gwa sola pano, abantu baingi nibaija kutandi kukozesa amasanyarazi"
"[RELIGION] If the government subsidizes solar panels, more people would use renewable energy now.","kakuba gavumenti ekehya omuhendo gwa sola pano, abantu baingi nibaija kutandi kukozesa amasanyarazi"
"If the government will subsidize solar panels, more people would use renewable energy now.","kakuba gavumenti erakehya omuhendo gwa sola pano, abantu baingi nibaija kutandika kukozesa amasanyarazi"
"[CULTURE] If the government will subsidize solar panels, more people would use renewable energy now.","kakuba gavumenti erakehya omuhendo gwa sola pano, abantu baingi nibaija kutandika kukozesa amasanyarazi"
"[DAILY_LIFE] If the government will subsidize solar panels, more people would use renewable energy now.","kakuba gavumenti erakehya omuhendo gwa sola pano, abantu baingi nibaija kutandika kukozesa amasanyarazi"
"[RELIGION] If the government will subsidize solar panels, more people would use renewable energy now.","kakuba gavumenti erakehya omuhendo gwa sola pano, abantu baingi nibaija kutandika kukozesa amasanyarazi"
"If the government has subsidized solar panels, more people would use renewable energy now.","kakuba gavumenti eba ekendize omuhendo gwa sola pano, abantu baingi nibaija kutandika kukozesa amasanyarazi"
"[CULTURE] If the government has subsidized solar panels, more people would use renewable energy now.","kakuba gavumenti eba ekendize omuhendo gwa sola pano, abantu baingi nibaija kutandika kukozesa amasanyarazi"
"[DAILY_LIFE] If the government has subsidized solar panels, more people would use renewable energy now.","kakuba gavumenti eba ekendize omuhendo gwa sola pano, abantu baingi nibaija kutandika kukozesa amasanyarazi"
"[RELIGION] If the government has subsidized solar panels, more people would use renewable energy now.","kakuba gavumenti eba ekendize omuhendo gwa sola pano, abantu baingi nibaija kutandika kukozesa amasanyarazi"
"She tells me,""The sun will rise again tomorrow, and so will you"".","omukazi akangamba,""omusana nigwija kujwa omurundi gundi nyenkya, kandi naiwe oti."""
"[CULTURE] She tells me,""The sun will rise again tomorrow, and so will you"".","omukazi akangamba,""omusana nigwija kujwa omurundi gundi nyenkya, kandi naiwe oti."""
"[DAILY_LIFE] She tells me,""The sun will rise again tomorrow, and so will you"".","omukazi akangamba,""omusana nigwija kujwa omurundi gundi nyenkya, kandi naiwe oti."""
"[RELIGION] She tells me,""The sun will rise again tomorrow, and so will you"".","omukazi akangamba,""omusana nigwija kujwa omurundi gundi nyenkya, kandi naiwe oti."""
"She told me,""The sun will rise again tomorrow, and so will you"".","omukazi akangambira,""omusana nigwija kujwa nyenkya,kandi naiwe oti."""
"[CULTURE] She told me,""The sun will rise again tomorrow, and so will you"".","omukazi akangambira,""omusana nigwija kujwa nyenkya,kandi naiwe oti."""
"[DAILY_LIFE] She told me,""The sun will rise again tomorrow, and so will you"".","omukazi akangambira,""omusana nigwija kujwa nyenkya,kandi naiwe oti."""
"[RELIGION] She told me,""The sun will rise again tomorrow, and so will you"".","omukazi akangambira,""omusana nigwija kujwa nyenkya,kandi naiwe oti."""
"She has told me,""The sun will rise again tomorrow, and so will you"".","omukazi abaire agambire,""izoba nirija kwimuka nyenkya,kandi naiwe oti."""
"[CULTURE] She has told me,""The sun will rise again tomorrow, and so will you"".","omukazi abaire agambire,""izoba nirija kwimuka nyenkya,kandi naiwe oti."""
"[DAILY_LIFE] She has told me,""The sun will rise again tomorrow, and so will you"".","omukazi abaire agambire,""izoba nirija kwimuka nyenkya,kandi naiwe oti."""
"[RELIGION] She has told me,""The sun will rise again tomorrow, and so will you"".","omukazi abaire agambire,""izoba nirija kwimuka nyenkya,kandi naiwe oti."""
"This time next week, we lay on a beach.","gunu omurundi wiiki erukwija, tubyame kubyama hamusa gwenyanja"
"[CULTURE] This time next week, we lay on a beach.","gunu omurundi wiiki erukwija, tubyame kubyama hamusa gwenyanja"
"[DAILY_LIFE] This time next week, we lay on a beach.","gunu omurundi wiiki erukwija, tubyame kubyama hamusa gwenyanja"
"[RELIGION] This time next week, we lay on a beach.","gunu omurundi wiiki erukwija, tubyame kubyama hamusa gwenyanja"
"This time next week, we will lie on a beach.","gunu omurundi wiiki erukwija, nitwija kubyama hamusa gwenyanja"
"[CULTURE] This time next week, we will lie on a beach.","gunu omurundi wiiki erukwija, nitwija kubyama hamusa gwenyanja"
"[DAILY_LIFE] This time next week, we will lie on a beach.","gunu omurundi wiiki erukwija, nitwija kubyama hamusa gwenyanja"
"[RELIGION] This time next week, we will lie on a beach.","gunu omurundi wiiki erukwija, nitwija kubyama hamusa gwenyanja"
"This time next week, we have lied on a beach.","gunu omurundi wiiki erukwija, tubyamire hamusa gwenyanja"
"[CULTURE] This time next week, we have lied on a beach.","gunu omurundi wiiki erukwija, tubyamire hamusa gwenyanja"
"[DAILY_LIFE] This time next week, we have lied on a beach.","gunu omurundi wiiki erukwija, tubyamire hamusa gwenyanja"
"[RELIGION] This time next week, we have lied on a beach.","gunu omurundi wiiki erukwija, tubyamire hamusa gwenyanja"
The rainmaker dances to bring the rain that we need for the crops yesterday.,anaga enjura azina nukwo enjura egwe egi eyitukwendera ebirimwa baitu ijo
[CULTURE] The rainmaker dances to bring the rain that we need for the crops yesterday.,anaga enjura azina nukwo enjura egwe egi eyitukwendera ebirimwa baitu ijo
[DAILY_LIFE] The rainmaker dances to bring the rain that we need for the crops yesterday.,anaga enjura azina nukwo enjura egwe egi eyitukwendera ebirimwa baitu ijo
[RELIGION] The rainmaker dances to bring the rain that we need for the crops yesterday.,anaga enjura azina nukwo enjura egwe egi eyitukwendera ebirimwa baitu ijo
The rainmaker will dance to bring the rain that we need for the crops yesterday.,anaga enjura naija kuzina nukwo enjura egwe egi eyitukwendera ebirimwa ijo
[CULTURE] The rainmaker will dance to bring the rain that we need for the crops yesterday.,anaga enjura naija kuzina nukwo enjura egwe egi eyitukwendera ebirimwa ijo
[DAILY_LIFE] The rainmaker will dance to bring the rain that we need for the crops yesterday.,anaga enjura naija kuzina nukwo enjura egwe egi eyitukwendera ebirimwa ijo
[RELIGION] The rainmaker will dance to bring the rain that we need for the crops yesterday.,anaga enjura naija kuzina nukwo enjura egwe egi eyitukwendera ebirimwa ijo
The rainmaker has danced to bring the rain that we need for the crops yesterday.,anaga ejura azinire nukwo enjura egwe egi eyitubaire nitwendera ebirimwa ijo
[CULTURE] The rainmaker has danced to bring the rain that we need for the crops yesterday.,anaga ejura azinire nukwo enjura egwe egi eyitubaire nitwendera ebirimwa ijo
[DAILY_LIFE] The rainmaker has danced to bring the rain that we need for the crops yesterday.,anaga ejura azinire nukwo enjura egwe egi eyitubaire nitwendera ebirimwa ijo
[RELIGION] The rainmaker has danced to bring the rain that we need for the crops yesterday.,anaga ejura azinire nukwo enjura egwe egi eyitubaire nitwendera ebirimwa ijo
Three days in a city we never planned to visit.,ebiro bisaatu murubuga orutubaire tutwetekanizi kubungira
[CULTURE] Three days in a city we never planned to visit.,ebiro bisaatu murubuga orutubaire tutwetekanizi kubungira
[DAILY_LIFE] Three days in a city we never planned to visit.,ebiro bisaatu murubuga orutubaire tutwetekanizi kubungira
[RELIGION] Three days in a city we never planned to visit.,ebiro bisaatu murubuga orutubaire tutwetekanizi kubungira
Three days in a city we will never plan to visit.,ebiro bisaatu murubuga orutubaire tuturukwija kwetekaniza kubungira
[CULTURE] Three days in a city we will never plan to visit.,ebiro bisaatu murubuga orutubaire tuturukwija kwetekaniza kubungira
[DAILY_LIFE] Three days in a city we will never plan to visit.,ebiro bisaatu murubuga orutubaire tuturukwija kwetekaniza kubungira
[RELIGION] Three days in a city we will never plan to visit.,ebiro bisaatu murubuga orutubaire tuturukwija kwetekaniza kubungira
Three days in a city we have never planned to visit.,ebiro bisaatu omurubuga orututekanizaga kubungira
[CULTURE] Three days in a city we have never planned to visit.,ebiro bisaatu omurubuga orututekanizaga kubungira
[DAILY_LIFE] Three days in a city we have never planned to visit.,ebiro bisaatu omurubuga orututekanizaga kubungira
[RELIGION] Three days in a city we have never planned to visit.,ebiro bisaatu omurubuga orututekanizaga kubungira
The finance team finalized the annual report.,abekento bamalirize alipota y'omwaka
[CULTURE] The finance team finalized the annual report.,abekento bamalirize alipota y'omwaka
[DAILY_LIFE] The finance team finalized the annual report.,abekento bamalirize alipota y'omwaka
[RELIGION] The finance team finalized the annual report.,abekento bamalirize alipota y'omwaka
The finance team will finalize the annual report.,abekento nibaija kumaliriza alipota y'omwaka
[CULTURE] The finance team will finalize the annual report.,abekento nibaija kumaliriza alipota y'omwaka
[DAILY_LIFE] The finance team will finalize the annual report.,abekento nibaija kumaliriza alipota y'omwaka
[RELIGION] The finance team will finalize the annual report.,abekento nibaija kumaliriza alipota y'omwaka
The finance team has finalized the annual report.,abekento bamalirizege alipota y'omwaka
[CULTURE] The finance team has finalized the annual report.,abekento bamalirizege alipota y'omwaka
[DAILY_LIFE] The finance team has finalized the annual report.,abekento bamalirizege alipota y'omwaka
[RELIGION] The finance team has finalized the annual report.,abekento bamalirizege alipota y'omwaka
He receives a raise at work.,atunga okwimukiza ha mulimo
[CULTURE] He receives a raise at work.,atunga okwimukiza ha mulimo
[DAILY_LIFE] He receives a raise at work.,atunga okwimukiza ha mulimo
[RELIGION] He receives a raise at work.,atunga okwimukiza ha mulimo
He received a raise at work.,akatunga okwimukiza ha mulimo
[CULTURE] He received a raise at work.,akatunga okwimukiza ha mulimo
[DAILY_LIFE] He received a raise at work.,akatunga okwimukiza ha mulimo
[RELIGION] He received a raise at work.,akatunga okwimukiza ha mulimo
He will receive a raise at work.,naija kutunga okwimukizibwa ha mulimo
[CULTURE] He will receive a raise at work.,naija kutunga okwimukizibwa ha mulimo
[DAILY_LIFE] He will receive a raise at work.,naija kutunga okwimukizibwa ha mulimo
[RELIGION] He will receive a raise at work.,naija kutunga okwimukizibwa ha mulimo
The sculptor chisels a figure out of a single block of wood.,ekyoma kyomubaizi kikabaija ekisisani kuruga omukihinju kyekiti
[CULTURE] The sculptor chisels a figure out of a single block of wood.,ekyoma kyomubaizi kikabaija ekisisani kuruga omukihinju kyekiti
[DAILY_LIFE] The sculptor chisels a figure out of a single block of wood.,ekyoma kyomubaizi kikabaija ekisisani kuruga omukihinju kyekiti
[RELIGION] The sculptor chisels a figure out of a single block of wood.,ekyoma kyomubaizi kikabaija ekisisani kuruga omukihinju kyekiti
The sculptor chiseled a figure out of a single block of wood.,ekyoma kyomubaizi kikabaija ekisisani kuruga omukihinju kyekiti
[CULTURE] The sculptor chiseled a figure out of a single block of wood.,ekyoma kyomubaizi kikabaija ekisisani kuruga omukihinju kyekiti
[DAILY_LIFE] The sculptor chiseled a figure out of a single block of wood.,ekyoma kyomubaizi kikabaija ekisisani kuruga omukihinju kyekiti
[RELIGION] The sculptor chiseled a figure out of a single block of wood.,ekyoma kyomubaizi kikabaija ekisisani kuruga omukihinju kyekiti
The sculptor will chisel a figure out of a single block of wood.,ekyoma kyomubaizi nikija kubaija ekisisani kuruga omukihinju kyekiti
[CULTURE] The sculptor will chisel a figure out of a single block of wood.,ekyoma kyomubaizi nikija kubaija ekisisani kuruga omukihinju kyekiti
[DAILY_LIFE] The sculptor will chisel a figure out of a single block of wood.,ekyoma kyomubaizi nikija kubaija ekisisani kuruga omukihinju kyekiti
[RELIGION] The sculptor will chisel a figure out of a single block of wood.,ekyoma kyomubaizi nikija kubaija ekisisani kuruga omukihinju kyekiti
I prayed for peace among all religions-we're all children of the same God.,nkasabira obusinge omumadini gona- ntwena tuli baana baruhanga omu
[CULTURE] I prayed for peace among all religions-we're all children of the same God.,nkasabira obusinge omumadini gona- ntwena tuli baana baruhanga omu
[DAILY_LIFE] I prayed for peace among all religions-we're all children of the same God.,nkasabira obusinge omumadini gona- ntwena tuli baana baruhanga omu
[RELIGION] I prayed for peace among all religions-we're all children of the same God.,nkasabira obusinge omumadini gona- ntwena tuli baana baruhanga omu
I will pray for peace among all religions-we're all children of the same God.,ninyija kusabira obusinge omumadini gona-ntwena tuli baana baruhanga omu
[CULTURE] I will pray for peace among all religions-we're all children of the same God.,ninyija kusabira obusinge omumadini gona-ntwena tuli baana baruhanga omu
[DAILY_LIFE] I will pray for peace among all religions-we're all children of the same God.,ninyija kusabira obusinge omumadini gona-ntwena tuli baana baruhanga omu
[RELIGION] I will pray for peace among all religions-we're all children of the same God.,ninyija kusabira obusinge omumadini gona-ntwena tuli baana baruhanga omu
I have prayed for peace among all religions-we're all children of the same God.,nsabire obusnge omumadini gona-ntwena tuli bana baruhanga omu
[CULTURE] I have prayed for peace among all religions-we're all children of the same God.,nsabire obusnge omumadini gona-ntwena tuli bana baruhanga omu
[DAILY_LIFE] I have prayed for peace among all religions-we're all children of the same God.,nsabire obusnge omumadini gona-ntwena tuli bana baruhanga omu
[RELIGION] I have prayed for peace among all religions-we're all children of the same God.,nsabire obusnge omumadini gona-ntwena tuli bana baruhanga omu
"Look at the birds of the air; they did not sow or reap, yet your heavenly father feeds them.","dora ebinyonyi omumwanya; bitasige rundi okugesa, baitu iwe ise owomwiguru obirisa"
"[CULTURE] Look at the birds of the air; they did not sow or reap, yet your heavenly father feeds them.","dora ebinyonyi omumwanya; bitasige rundi okugesa, baitu iwe ise owomwiguru obirisa"
"[DAILY_LIFE] Look at the birds of the air; they did not sow or reap, yet your heavenly father feeds them.","dora ebinyonyi omumwanya; bitasige rundi okugesa, baitu iwe ise owomwiguru obirisa"
"[RELIGION] Look at the birds of the air; they did not sow or reap, yet your heavenly father feeds them.","dora ebinyonyi omumwanya; bitasige rundi okugesa, baitu iwe ise owomwiguru obirisa"
"Look at the birds of the air; they will not sow or reap, yet your heavenly father feeds them.","dora ebinyonyi omumwanya; tibirikwija kusiga rundi okugesa, baitu iwe ise owomwiguru obirisa"
"[CULTURE] Look at the birds of the air; they will not sow or reap, yet your heavenly father feeds them.","dora ebinyonyi omumwanya; tibirikwija kusiga rundi okugesa, baitu iwe ise owomwiguru obirisa"
"[DAILY_LIFE] Look at the birds of the air; they will not sow or reap, yet your heavenly father feeds them.","dora ebinyonyi omumwanya; tibirikwija kusiga rundi okugesa, baitu iwe ise owomwiguru obirisa"
"[RELIGION] Look at the birds of the air; they will not sow or reap, yet your heavenly father feeds them.","dora ebinyonyi omumwanya; tibirikwija kusiga rundi okugesa, baitu iwe ise owomwiguru obirisa"
"Look at the birds of the air; they have not sown or reap, yet your heavenly father feeds them.","dora ebinyonyi omumwanya; tibisigire rundi okugesa, baitu iwe ise owomwiguru obirisa"
"[CULTURE] Look at the birds of the air; they have not sown or reap, yet your heavenly father feeds them.","dora ebinyonyi omumwanya; tibisigire rundi okugesa, baitu iwe ise owomwiguru obirisa"
"[DAILY_LIFE] Look at the birds of the air; they have not sown or reap, yet your heavenly father feeds them.","dora ebinyonyi omumwanya; tibisigire rundi okugesa, baitu iwe ise owomwiguru obirisa"
"[RELIGION] Look at the birds of the air; they have not sown or reap, yet your heavenly father feeds them.","dora ebinyonyi omumwanya; tibisigire rundi okugesa, baitu iwe ise owomwiguru obirisa"
Our family always celebrated the harvest with a dance that thanks the earth.,eka yaitu ekajaguza amagesa namazina agokusima itaka
[CULTURE] Our family always celebrated the harvest with a dance that thanks the earth.,eka yaitu ekajaguza amagesa namazina agokusima itaka
[DAILY_LIFE] Our family always celebrated the harvest with a dance that thanks the earth.,eka yaitu ekajaguza amagesa namazina agokusima itaka
[RELIGION] Our family always celebrated the harvest with a dance that thanks the earth.,eka yaitu ekajaguza amagesa namazina agokusima itaka
Our family will always celebrate the harvest with a dance that thanks the earth.,eka yaitu nija kujaguzaga amagesa namazina agokusima itaka
[CULTURE] Our family will always celebrate the harvest with a dance that thanks the earth.,eka yaitu nija kujaguzaga amagesa namazina agokusima itaka
[DAILY_LIFE] Our family will always celebrate the harvest with a dance that thanks the earth.,eka yaitu nija kujaguzaga amagesa namazina agokusima itaka
[RELIGION] Our family will always celebrate the harvest with a dance that thanks the earth.,eka yaitu nija kujaguzaga amagesa namazina agokusima itaka
Our family has always celebrated the harvest with a dance that thanks the earth.,eka yaitu ebaire nejaguza amagesa namazina agokusima itaka
[CULTURE] Our family has always celebrated the harvest with a dance that thanks the earth.,eka yaitu ebaire nejaguza amagesa namazina agokusima itaka
[DAILY_LIFE] Our family has always celebrated the harvest with a dance that thanks the earth.,eka yaitu ebaire nejaguza amagesa namazina agokusima itaka
[RELIGION] Our family has always celebrated the harvest with a dance that thanks the earth.,eka yaitu ebaire nejaguza amagesa namazina agokusima itaka
I draw a funny cartoon and posted it on social media yesterday.,nkasiga ekihemeheme kandi kandi nakisindika hamutimbagano ijo
[CULTURE] I draw a funny cartoon and posted it on social media yesterday.,nkasiga ekihemeheme kandi kandi nakisindika hamutimbagano ijo
[DAILY_LIFE] I draw a funny cartoon and posted it on social media yesterday.,nkasiga ekihemeheme kandi kandi nakisindika hamutimbagano ijo
[RELIGION] I draw a funny cartoon and posted it on social media yesterday.,nkasiga ekihemeheme kandi kandi nakisindika hamutimbagano ijo
I will draw a funny cartoon and posted it on social media yesterday.,ninyija kusiga ekihemeheme kandi nkisindike hamutimbagano nyekya
[CULTURE] I will draw a funny cartoon and posted it on social media yesterday.,ninyija kusiga ekihemeheme kandi nkisindike hamutimbagano nyekya
[DAILY_LIFE] I will draw a funny cartoon and posted it on social media yesterday.,ninyija kusiga ekihemeheme kandi nkisindike hamutimbagano nyekya
[RELIGION] I will draw a funny cartoon and posted it on social media yesterday.,ninyija kusiga ekihemeheme kandi nkisindike hamutimbagano nyekya
I have drawn a funny cartoon and posted it on social media yesterday.,nkatera ekihemeheme kandi nakisindika hamutimbagano ijo
[CULTURE] I have drawn a funny cartoon and posted it on social media yesterday.,nkatera ekihemeheme kandi nakisindika hamutimbagano ijo
[DAILY_LIFE] I have drawn a funny cartoon and posted it on social media yesterday.,nkatera ekihemeheme kandi nakisindika hamutimbagano ijo
[RELIGION] I have drawn a funny cartoon and posted it on social media yesterday.,nkatera ekihemeheme kandi nakisindika hamutimbagano ijo
The skink wiggled its tail and escaped from the bird's grasp.,omunya gukacicya omukira gwako kandi katoroka hali ekinyonyi
