source,english
training_tagged,"youngest child, lasl of family"
training_tagged,"what ugly big eyes he/ she has. madudu, a-, n. cl. 6, (pl. same)"
training_tagged,middle child in the orderof birth in a family(bom by same father and same mother)
training_tagged,"to look about, be restless, fidget"
training_tagged,milk of cow which is about to go dry
training_tagged,going and corning back gave a fortune to a clay digger.
training_tagged,"sap of makura, a-, n"
training_tagged,"sense, interpretation, news or information"
training_tagged,illness of one who is bewitched
training_tagged,"complete, br ing to an end."
training_tagged,"determined, resolute, an enthusiastic person"
training_tagged,Babara is an enthusiastic man.
training_tagged,"to finish completely, decide, de termine, purpose, be sure"
training_tagged,cattle flocks (of chief) herded by others
training_tagged,"manya abantu ba hati bakaba ki, tiimmanyire! lfail to understand, what is the matter with people of these days!"
training_tagged,"to get to know, find out, learn bow to do, understand"
training_tagged,reply made by a bunter when his wife welcomes him home from hunting
training_tagged,"to be used to, grow accustomed to"
training_tagged,"to make familiar with, keep someone company (e"
training_tagged,"to make know n, instruct, inform, explain, describe"
training_tagged,"hero. mapapa, a-, 11. cl. 6, (pl. of ipapa)"
training_tagged,after seeing him he went away
training_tagged,"towards the foot of bed. maraoga, a-, n. cl. 6, (pl. of iranga)"
training_tagged,"die in exile, die without care from anybody."
training_tagged,"said by children when playing the guessing game, to mean you have rightly guessed a cow for yourse lf while the rest have nothing for themselves."
training_tagged,"riddle of which there are a number of answers, e.g. white milk from a black cow, etc."
training_tagged,person with cuts on the cheeks
training_tagged,"a-, 11. cl. 6,(pl. of isasi)"
training_tagged,silk stitching on front of ekanzu
training_tagged,place where edible grasshoppers have alrea dy been caught
training_tagged,"a-, /1. cl. 6, (u. ed in pl. )"
training_tagged,"a-, 11. cl. 6, (used in pl.)"
training_tagged,"(of a trap), to spring off"
training_tagged,"a-, n. cl. 9, (sg. Jtaagi)"
training_tagged,a kind of dance (the dancers wear leaves and rattles)
training_tagged,"a-, n. cl. 6, (used in pl.)"
training_tagged,a fungus found on trees
training_tagged,to ju mp up quickly
training_tagged,"dung, shit, faeces, stool (=mafaakubi, a-)"
training_tagged,cuts on the forehead (for decoration)
training_tagged,"adze. mbaju, e-, n. cl. 6, (pl. of rubaju, o-)"
training_tagged,boy or girl nearing age of puberty
training_tagged,"chest (of mbeba, e-, 11"
training_tagged,steep side of hill. of maize.
training_tagged,spear with blade concave in the centre
training_tagged,"diviner, one supposed to be possessed by a mucwezi."
training_tagged,level ground at base of mountain
training_tagged,dirt in a milk-pot or chum
training_tagged,circlet of beads or seeds worn round the waist
training_tagged,"pit for storing food,or where plantains are put to induce their ripenning"
training_tagged,"a great sufferer, one wbo has lost all relations"
training_tagged,long wavy grass with red flowers that grow on hills and in stoney ground (used for smoking milk vessels)
training_tagged,cured skin worn round the shou lders
training_tagged,better have eyes that have a discharge than become blind.
training_tagged,"to pull up, uproot (grass, dry beans, or ground nuts)"
training_tagged,"to puJl out, to pluck up (weeds)"
training_tagged,"to be encouraged, to be finn"
training_tagged,to be about to cry
training_tagged,"to gleam, shine (polished wood, snake'sskin)"
training_tagged,"beans were left in the garden where they consequen tly germinated. mere.:ti, e-, n. cl. 9, (pl. same)"
training_tagged,"a nasal sound made with the mouth closed to denote indiffere nce about what is happening. Mhm! obll araayenda kug enda agende, it is up to him/her, if he/she wants to go let him/ her"
training_tagged,"to squeeze, crus h, choke, press"
training_tagged,"adv., in a remote place, at far away end of country."
training_tagged,"have hoe handles broken on you, that is be counted among the dead."
training_tagged,cows have gone to pasture before they are milked.
training_tagged,to show signs of sobbing
training_tagged,to lift off the ground (in wres tling)
training_tagged,"try to escape notice, show indiffere nce, 232 mii"
training_tagged,way or mode of running
training_tagged,evil practice of a person transfonning into an animal such as a cat or a leopard appearing before a person be/she wants to bewitch
training_tagged,marks of tears on the face
training_tagged,"a-, n. c/.6, (used in pl.)"
training_tagged,"when an abscess is made to sink, it will come again in a different spot. Mm!, int., Nukwo kyaba! is"
training_tagged,to refuse deliberately to pay for something taken on credit or someone who worked for you
training_tagged,pet name for Banyoro & Batooro given to a person by his/her parents at birth
training_tagged,"burogo, a gift that is not reciprocated is nothing but charm. mpaaraki, e-, n.cl. 9, (pl. same)"
training_tagged,very large kind of locust
training_tagged,"species of edible termites, which build a very tall ant-hill"
training_tagged,"ditch, piece of ground in process of cultivation"
training_tagged,the King's large drum has been sounded
training_tagged,small 235 epiphytic plants (fems and orchids)
training_tagged,one who is always visiting
training_tagged,a male sheep or goat
training_tagged,hairy stingy spikes on Elephant grass
training_tagged,"termite hill, the earth of which is used fo r cooking- stones"
training_tagged,"one who plans harm, scandalmo nger, busybody"
training_tagged,bracelet or anklet of ivory or bead-work
training_tagged,Mpora! said to one who stumbles = sorry
training_tagged,etc. with spiral ornamentati on
training_tagged,"a large bird of prey, kite"
training_tagged,handkerchief or bandage worn round the head
training_tagged,bark used for smoking in a pipe
training_tagged,"bother, worry to buy or give."
training_tagged,scaly syphilitic skin disease causing light patches on
training_tagged,get out of the way
training_tagged,the meat in the pot is finished
training_tagged,one who tries to pick a quarrel
training_tagged,"drum- beat, rhythm with underlying expression of sentiment or emotion"
training_tagged,"name of ooe of the Royal drums of the King of Tooro, reflecting emotion behind it when being beaten."
training_tagged,"tailor. mubbayuzi, o-, n.c/.I, (pl. babbayuzi), one who removes foreign body from the eye of another person"
training_tagged,"you are an unlucky person. Mubirigi, o-,n., (pl. babirigi, a-)"
training_tagged,"tell-taler. mubobw a, o-, n. cl. I,(pl. baabohwa, a-)"
training_tagged,a species of yellow cassia
training_tagged,parent whose children have died
training_tagged,(in the past) clan's god.
training_tagged,mushrooms cooked without salt (formerly eaten by bridal pair)
training_tagged,"a lot of money. mudomadoma,o-,n. cl.I,(pl. badomadoma, a-)"
training_tagged,"interpreter. muduupi, o-, 11.cl.I, (pl. baduupi, a-)"
training_tagged,"or om. wenda, one who talces all the food for self"
training_tagged,"groin, or neck (esp. swollen glands in groin). mufumu, o-, 11.cl. I, (pl. bafumu, e-)"
training_tagged,stick on which milk vessels are inverted
training_tagged,"main gate. mugabi, o-,n.c/.l, (pl. bagabi, a-)"
training_tagged,milk of a cow which is given to dying person
training_tagged,decoration of doorway for a wedding
training_tagged,"collar-bone. mugambi, o-, 11., cl.la, (pl. bagambi, a -)"
training_tagged,"evangelist Mugaoda, o-, n.cl.I, (pl. Baganda, a-)"
training_tagged,"small bundle (of grass, etc.), teera om., fix the first foundation stick of building. muganga, o-, n.cl.I, (pl. baganga, a-)"
training_tagged,a doctor will not treat him/herself.
training_tagged,an old word for gun
training_tagged,first fruits to be harvested
training_tagged,millet that is first reaped an d eaten.
training_tagged,trench dug for removing refuse of kraal
training_tagged,"King 's or Chief's servant or attendant, courtier"
training_tagged,chief herdsman of King's cows
training_tagged,"mane, hair, bristles on ani mal 's back"
training_tagged,a plant the leaves and seeds of whic h are eaten as relish
training_tagged,"o-, 11. cl.I, (pl. bagole, a-)"
training_tagged,"bridegroom, mistress of servan ts. mugoma, o-, n. cl., (pl. migoma, e-)"
training_tagged,"one who surrounds, highway man"
training_tagged,"mash of potatoes, aod beans, pottage"
training_tagged,"one who starts to cross a swamp, or gets into a boat"
training_tagged,a large tree with tbrony branches
training_tagged,"seducer, one who leads others astray, misleading person"
training_tagged,"reprover, adviser, one who rebukes"
training_tagged,"o-, 11. cl. 1, (pl. babesi, a-)"
training_tagged,"lid, plaited cover for milk pot, dish-cover"
training_tagged,one who lifts or carries
training_tagged,"proselyte. muhinduzi, o-, n. cl. 1.(pl. bahinduzi, a-)"
training_tagged,"translator. muhingi, O, n. cl. I, (pl. babingi, a-)"
training_tagged,"hunter who is second or third in spearing. mubingo, o-,n.cl. 3, (pl. mihingo, e-)"
training_tagged,tree with light corkwood from which stops are made
training_tagged,"customs officer, tax collector. muhoozi, o -, n. cl. l, (pl. bahoozi, a-)"
training_tagged,a creeper that will break a wild fig winds round it.
training_tagged,a plant with large leaves which are used as medicine
training_tagged,one of the pastoral race
training_tagged,"wastrel, good for nothing. muhunguki, o-, n.cl. I, (pl. bahunguki, a-)"
training_tagged,"cow's dung in water, creeper found in forests, used for tying fences"
training_tagged,one who sings w ithout uttering a word
training_tagged,"o-, 11. cl. la, (pl. bajaguzi, a-)"
training_tagged,"loafer. mujara, o-, 11. cl. 1, (pl. bajara, a-)"
training_tagged,"dishes, etc. are made from i ts wood. mujugusi, o-, 11. cl. l, (pl. bajugusi, a-)"
training_tagged,roughness (of hair or fur)
training_tagged,"one who treads (plantains, etc"
training_tagged,"o-, n. cl. I, (pl. bakaguza, a-)"
training_tagged,"o-, n. cl. 1, (pl. bajuumuzi, a-)"
training_tagged,keeper of the Royal ward robe
training_tagged,strip of matting spread for King to walk on ceremonial occasions
training_tagged,one who pulls down a house
training_tagged,a tree with sharp thorns
training_tagged,one who does not pay debts.
training_tagged,bowl made from a gourd
training_tagged,"rectangular ma t, (also om. ogwa kisingirt), om. ogwa kabujeemi, black (or red) and white mat"
training_tagged,"a plant found in swamps, supposed to cause death"
training_tagged,keeper of King's chairs and skins
training_tagged,"juror, one who examines witnesses"
training_tagged,"edge. mukuku, o-, 11. cl. 1, (pl. bakuku, a-)"
training_tagged,"brave. mukunzi, o-,n. cl. I,(pl. bakunzi, a-)"
training_tagged,"rut. mukurungutaniza, o-, n. cl. 1, (pl. bakurungutaniza, a-)"
training_tagged,a plant with composite flowers and leaves like brambles
training_tagged,large forest tree whicb 'Yields an aperient medicine for cattle
training_tagged,"an assistant. mukwatwa, o-, n. cl. I,(pl. bakwatwa, a-)"
training_tagged,"messenger, representative, ambassador, apostle, deputation"
training_tagged,"foreign term of respect for a woman, polite way of addressing a lady, title for a lady"
training_tagged,a tree the leaves of wbich are used in divination and as aperient medicine
training_tagged,"rafter, ridge pole of house"
training_tagged,"o-. n. cl. I,(pl. balegi, a-)"
training_tagged,one who cures those who are bewitched
training_tagged,lining to embroidery on the front of ekanz
training_tagged,"selfish person. rnuliisa, o-, 11. cl. 1, (pl baliisa, a-)"
training_tagged,the sun gives light to every body
training_tagged,"to lighten (of lighting), flash"
training_tagged,one who is on the look out (e
training_tagged,"exponent. mumirambi, o-, adv. n., foot of bed."
training_tagged,"second in command, second chief in eight"
training_tagged,"cloth to throw round the body, cloak"
training_tagged,"one in trouble or distress, one badly off, man who has no wife to cook for him."
training_tagged,the weather is very cold.
training_tagged,"to be friable, ready to fall to bits"
training_tagged,bead necklace of one string
training_tagged,"bud (of plantain), embryo, kernel"
training_tagged,one who makes food tasty
training_tagged,one who talk s interestingly.
training_tagged,"their sister/brother. muoyaara, o-, n. cl. 3, (pl. minyaara, e-)"
training_tagged,"one who snatches, captor, robber,plunderer"
training_tagged,"mischief-maker. munyaka ntu, o-, n. cl.,(pl. banyakantu, a-)"
training_tagged,"quarrelsome person. munyakihanda, o-, n. cl. I, (pl. baoyakihanda, a-)"
training_tagged,"below county chief. munyakyaro, o-, n. cl. I, (pl. banyakyaro, a-)"
training_tagged,"o-, 11. cl. I, (pl. banyanjara, a-)"
training_tagged,"o-, 11. cl. l, (pl. banyanseko, a-)"
training_tagged,"adversary. munyarubuga,o-,11. cl. l,(pl. banyarubuga, a-)"
training_tagged,"complainant, prosecuto r. munyigi, o-, 11. cl. l, (pl. baoyigi, a-)"
training_tagged,plant used as a comb.
training_tagged,that child is a thief.
training_tagged,"lice, common in pubic hair"
training_tagged,257 one who goes out to fight
training_tagged,brother in-law or sister in-law
training_tagged,"handmaid, female servant of King or chief"
training_tagged,fine day in wet season
training_tagged,white stripe down the back of cattle
training_tagged,sleeplessness passing the night awake
training_tagged,"one who unthinkingly lets out a secret, blabber."
training_tagged,"o-, 11. cl. l, (pl. baroosi, a-)"
training_tagged,"one who sees or watches, on looker"
training_tagged,"pipe filler. murungiki, o-, n. cl. I, (pl. barungiki a-)"
training_tagged,"millet etc.). murwaire, o-, n. cl. 3, (pl. barwaire, a-)"
training_tagged,"one who makes a request, suppliant"
training_tagged,one who goes in search for food or information
training_tagged,the front of King's house (long ago made of ivory
training_tagged,mother 's milk (of poor quality)
training_tagged,a tree from which charcoal is made
training_tagged,ashes of grass which has been used for smoking milk-pots
training_tagged,"referee, umpire. museege, o-, 11. cl. I,(pl. bascege, a -)"
training_tagged,"beggar. museegu, o-, 11. cl. I, (pl. baseegu, a-)"
training_tagged,"goats, etc.). musembezi., o-, n.cl. I, (pl. basembezi, a-)"
training_tagged,one who covers or bandages
training_tagged,"refiner. musendekereza, o-, n. cl. I, (pl. basendekereza, a-)"
training_tagged,"o-, n. cl. I, (pl. basen4wa, a-)"
training_tagged,a long bundle (of potatoes or porter 's food)
training_tagged,"wizard, sorcerer who works spells at night, night dancer"
training_tagged,"o-, n. cl. I, (pl. basigazi, a-)"
training_tagged,"youth. mu sigi, o-, n. cl. I,(pl. basigi, a-)"
training_tagged,"o-, n. cl. I, (pl. basigwa, a-)"
training_tagged,person responsible to pain t and smear bride and bridegroom with paint and butter
training_tagged,one who scrapes and prepares skins
training_tagged,"o-, n. cl. I, (pl. basingolezi, a-)"
training_tagged,cultivated plot (not a plantation)
training_tagged,"o-,11. cl. I, (pl. basokeerezi a-)"
training_tagged,"study, leaming,co urse of reading"
training_tagged,"queue, file, line, string (of people etc"
training_tagged,"rope for tethering dog, dog's collar"
training_tagged,"one who waits expectantly, beggar"
training_tagged,one who taunts or provokes.
training_tagged,"mixer, compounder (of medicine s or perfumes)"
training_tagged,O\\ l of private land
training_tagged,"mutamiizi, o-, n. cl. I,(pl. batanliizi, a-)"
training_tagged,"o-, 11. cl. I,(pl. batasi, a-)"
training_tagged,large satinwood tree with hard wood and sharp thorns
training_tagged,"rider. mutembuzi, o-, 11. cl. I,(pl. batembuzi, a-)"
training_tagged,"o-, 11. cl. I, (pl. batende, a-)"
training_tagged,onewho offers milk or coffee berries to guests
training_tagged,"petted person, lady of leisure, quiet, gentle, nice-looking p erson"
training_tagged,collection or heap of things
training_tagged,"o-, 11. cl. I, (pl. bato, a-)"
training_tagged,"great talker, one who speaks loudly"
training_tagged,"etc.) sheller (of peas, etc.). muton gani, o-, n. cl. I,(pl. batongani, a-)"
training_tagged,a native of Tooro (man)
training_tagged,"golden jubilee. Mutoorokati, o -, 11. cl. I,(pl. Batoorokati, a-)"
training_tagged,one who persua des cow (see tooza)
training_tagged,"o-, 11., cl.I,(pl. batuju, a-)"
training_tagged,one who helps another person to put a heavy load on head
training_tagged,to munch slowly (chi ld)
training_tagged,"to munch, eat with mouth shut"
training_tagged,border round neck of ekanzu
training_tagged,"amusement, sport. muzaarraanwa, o-, 11. cl. I, (bazaarraanwa, a-)"
training_tagged,"wife (used by either in speaking of the other). muze, o-, 11. cl. (pl. mize, e-)"
training_tagged,"o-, 11. cl. 3, (pl. mizigiti, e-), /., mosque. muzigu, o-, 11. cl. l, (pl. bazigu, a-)"
training_tagged,one who burie s another
training_tagged,"spirit of the dead, evil spirit"
training_tagged,"cheering, shouting, applause or applaud"
training_tagged,"totem, tabooed animal o r thing, (each clan has its own muziro)"
training_tagged,small forest tree from which walking -sticks and barkcloth mallets are made
training_tagged,one who finds (after seeking)
training_tagged,"year, season of sowing, six months"
training_tagged,"o-, n. cl. I, (pl. bambumzi, a-), one who discovers and removes buried objects of witc hcraft and puts them in cross roads or burns them. mwambuzi, o-, n. cl. I, (pl. bambuzi, a-)"
training_tagged,daughter in the clan or family (esp
training_tagged,"coITee shrub or berry, unground coffee"
training_tagged,one who cuts or splits
training_tagged,"edge of swamp, bank of river, edge of lake"
training_tagged,"o-, 11. cl. I, (pl. beegi, a-)"
training_tagged,"devout, temperate person, person of understanding"
training_tagged,"belt. mwekomakomi, o-, 11. cl. 1, (pl. beekomakomi, a-)"
training_tagged,one who is always busy
training_tagged,"guarantor, hostage, sponsor, oe who stands security, one who bails out another"
training_tagged,"I greet you all respectable people of Tooro. mwendcrezi, o-,11. cl.I,(pl. beenderezi, a-)"
training_tagged,left over of salt or salt water after cows have had their fill
training_tagged,one who has lost interest in life
training_tagged,"independent person, renegade. mweren geerro, o-, 11. cl.I, bullying, illtreatment. mwerengcrezi, o-, 11. cl. I,(pl. beerengerezi, a-)"
training_tagged,"scornful person mwerimirimi, o-,11. cl. I, (pl. beerimirimi, a-)"
training_tagged,"o-, 11. cl. J, (pl. baibi, a-)"
training_tagged,"robber. mwibizi, o-, n. cl. I,(pl. baibizi, a-)"
training_tagged,"o-, 11. cl. I, (pl. baiga, a-)"
training_tagged,one who shuts the doors and windows of the King 's house
training_tagged,"o-, 11. cl. I, (pl. baigu si, a-)"
training_tagged,"repletion. mwihuki, o-, n. cl.I, (pl. baihuki, a-)"
training_tagged,"smoke, air, gas, breath, vapour"
training_tagged,wooden stirrer used when cooking mille t
training_tagged,"selfish, grudging person. mwimukir izi, o-, n. cl. 1, (pl. bairnukirizi, a-)"
training_tagged,one who marries a widow (generally his late brother's wife)
training_tagged,the roots of which are chewed.
training_tagged,smell of smoke in milk
training_tagged,water that has been used for washing milk vessel
training_tagged,"o-, n. cl. I, (pl. boohoza, a-)"
training_tagged,"o-, n. cl. 1, (pl. boohozi a-)"
training_tagged,"o-, n. cl. 1, (pl. boohya, a-)"
training_tagged,"one who runs to help, rescuer, comforter, mouner"
training_tagged,"e -, 11. cl. 4, (used in pl.), conceit, pride. myekuniko, e-,11. cl. 4. (used in pl.)"
training_tagged,"arrogance. · myekuzo, e-, 11. cl. 4, (used in pl.)"
training_tagged,"to be next to, second in command to (of sub- chiet)"
training_tagged,"omwigo ngunu, Here is the stick"
training_tagged,there (rather near) is the knife
training_tagged,wash the child (partially )
training_tagged,to wash partial ly with
training_tagged,for a person to wash partially and be clean he /she uses soap
training_tagged,"to put on (shoes, ring)"
training_tagged,"to pull off (shoes, ring), pull out or apart, disengage, stretch out, straighten, pull down, etc"
training_tagged,"to throw away, mislay, lose, drop, toss"
training_tagged,throw something at a person
training_tagged,"to hurl, throw something at a person, throw (cloth) over the shoulder"
training_tagged,to beat out and renovate (old knives)
training_tagged,God does not let ustrot about.
training_tagged,"to be durab le, last long, be strong and muscular"
training_tagged,to lead a bl ind person
training_tagged,"Kajoina abaire natugambira nkooku bibaire nandi Kato ati naabiiha, as Kajoina was narrating to us about how things were, Kato interjected by saying that she is lying"
training_tagged,"and he/she said thus. nandiki,joining word, or and then, whether"
training_tagged,used when you have not yet remembered the name of a person or thing you are talking about
training_tagged,"explain the tru th, convince, to sat"
training_tagged,one whose children have died
training_tagged,"deceitful person, womb, interior of any thing"
training_tagged,one who attacks another (with words)
training_tagged,cow with white stripes on face and sides
training_tagged,"one who measures or rations food, stingy person"
training_tagged,"manner of digging, cultivation, familiar friend"
training_tagged,"free the car, make it roll or drive in free gear."
training_tagged,name given to nice cows or certain cows of the Kings
training_tagged,"manner of walking, gait, pace"
training_tagged,"corner (in a house), side of house"
training_tagged,"dry stalks of millet, etc"
training_tagged,"vessel in which salt is kept, salt seller"
training_tagged,"alarm, cry made while rapid ly patting the mouth"
training_tagged,"the expression ""men have to toi l"" is said only when the head of a house has returned from work."
training_tagged,"to shake about, wobble, be loose"
training_tagged,the head becomes loose due to illness.
training_tagged,"manner of oegiiijura, ku-,oku-, v"
training_tagged,he/she lacks appetite tto cook thoroughly. for eating.
training_tagged,muscle at back of tltigb
training_tagged,"to be very wet, be supple"
training_tagged,to wear soft trailing gaanents
training_tagged,"to be dry, ready for picking (millet)"
training_tagged,s pecies of cow parsley
training_tagged,"one of the upper class, generous hospitable person"
training_tagged,cow with large patches of white and red or blac ngabu
training_tagged,species of barkcloth tree (omlltoma) with small leaves
training_tagged,long drum beaten with the hands
training_tagged,"small pieces of stick floating in a bowl of water, used for divining"
training_tagged,wooden charms to prevent disease
training_tagged,place where travelers pass the night while on a journey
training_tagged,"an inn motel, Guest house."
training_tagged,a tree from which barkcloth mallets are made
training_tagged,cloth arrange d for carrying a chil d on the back
training_tagged,"sometimes used for hearsay, ngu nambere baagiire bakabaitirayo embuzi, it is rumoured that at the borne where they went a goat was slaughtered for them"
training_tagged,beans which have been kept two or three years
training_tagged,it is the plantain tree that has fallen down. I n some words a sound change takes
training_tagged,"to go stool, defecate, relieve onese lf, excrete"
training_tagged,"ngu Nkuniisize, never beat the mediwn of Omucwezi and then say to him/her ""I have made you realise what kind o"
training_tagged,to be satisfied with food
training_tagged,you promised to give me a cow
training_tagged,he/she has been promised promotion to the rank of a subcounty chief.
training_tagged,"to be very glad, ex"
training_tagged,I met them in great joy
training_tagged,when you show too much affection to a child you spoil him/her(spare the rod and spoil the child)
training_tagged,beans sown in November and picked in January
training_tagged,"munmgi nka ise, he/she is as good as his/her father"
training_tagged,a strong thing in motion
training_tagged,leg trick as in wrestling
training_tagged,"goiter, (swelling on neck or wrist)."
training_tagged,entrails of fowl used in divination
training_tagged,deep bole in the ground
training_tagged,"a small grey monkey will not judge a case concerning a forest, meaning one w ill notjudge his/her own for wrong doing."
training_tagged,"small creeping cassia with yellow flowers, red sepals and flat, hairy pods (Cassia Kirki1)."
training_tagged,tree from which rope used in building is made
training_tagged,cow with horns that curve inwards and upwards
training_tagged,"stamp of tree, per ext"
training_tagged,"he/she became a stambling block to me. nkongooro, e-, n. cl. 9, (pl. same)"
training_tagged,"e-, 11. cl. 9, (pl. same), back of bead, occupant. nkongoro, e-, 11. cl. 9, (pl. nil)"
training_tagged,do as l have shown you
training_tagged,edible fruit of the plant
training_tagged,I wish you were struck by thunder that strikes w ithout any indication of rainfall.
training_tagged,"multitude, crowd, abundance of people."
training_tagged,a bird with long tail
training_tagged,waning moon (seen in early morning)
training_tagged,cracks on side of fee l and hands (palms)
training_tagged,to break off easily (e
training_tagged,point of an argument. noobu nsasura
training_tagged,"noobu waakwnuha se/1/e tasobora kukuha kitabu kye, even if you give him/her money, he/she cannot give you his/her book"
training_tagged,milking cows which accompany a chief to the town.
training_tagged,"boundary (of plot), ditch between plots"
training_tagged,cuts on body for medicinal or prevention purposes.
training_tagged,"basatu inywena mwije, come all three of you nsazi, e-, 11"
training_tagged,"one who spoils things, vandal"
training_tagged,plants out of which shafts of spears are made
training_tagged,"hence ensinganto nizo mango, an expression used to compare the youth to the young plants of ellsinga, which are as shafts of spears."
training_tagged,a large species of rat
training_tagged,cow or other property of dead man taken b y bis chief
training_tagged,"spear, knife or tre e"
training_tagged,I have nothing to complain about.
training_tagged,early morning sun heat befor e 7:00 a
training_tagged,grasses the stalks of which are used by children for playing a game
training_tagged,young plantain tree which has rrt born fruit yet
training_tagged,"e-, 11. cl. 9, (pl. of ruswa, o-)"
training_tagged,miJk or beer left invessel after drinking
training_tagged,fierce leopard or man-eating animal
training_tagged,"ntai taata, it's not me"
training_tagged,"spec ies of edible tennite, the anthill in which they live"
training_tagged,one who has never eaten or tasted something special
training_tagged,"he/she was ahead of him/her about ten paces.. fu ntamu, e-, n. cl. 9, (pl. same)"
training_tagged,rush from which enduko are obtained
training_tagged,money paid in marriage for child/ children born before the couple have had pemlission from parents to marry
training_tagged,"metaphori cal name for a cock used by Nyamiyonga the King of the unknown country as a riddle for lsaza Waraga, the eigtcenth King of Kitara"
training_tagged,hair on the chest and abdomen
training_tagged,"slope of a hill = nellgo, e-"
training_tagged,"shir ker, dodger, one who is easily discouraged by size of something"
training_tagged,best white salt in center of block.
training_tagged,"small sticks of a plant rutonzi, (o-)"
training_tagged,the fall he/she had resulted into a chronic ache
training_tagged,husks of sorghum in banana beer.
training_tagged,throw spear at a distance
training_tagged,"sourness, acidity, sensantion of sharpness in mouth"
training_tagged,word used for suggesting an alteranative
training_tagged,"that/this is where I found it. 297 oukwo nwekanweka nukwo, join. word, that is how"
training_tagged,to have sweet test in mouth
training_tagged,edible tubers of a plant (like sweet potatoes)
training_tagged,"muntgize enunda, a saying about not to compete with people whom we are not equal to (locust birds too are smaller in size than marabou storks)."
training_tagged,something smells unpleasant to me
training_tagged,"to be stretched out,come out of ground, e"
training_tagged,to spread about (like water)
training_tagged,"to give enema to (child), rub with medicine"
training_tagged,"to make water, micturate, pass urine"
training_tagged,name 299 nyabungere nyakasunsa given to a very thin person
training_tagged,"to plunder, pillage, spoil, carry off, refuse to pay for what you arc given on c redit, cheat"
training_tagged,a soldier was captured by the enemies.
training_tagged,side entrance of King's house
training_tagged,name given to a younger twin girl
training_tagged,"adj., giant, large person or thing"
training_tagged,"l have met an extraordinarily huge man. yamuhaibona, n. cl. 9a, (pl. Zaanyamuhaibona)"
training_tagged,ground thrush (black bird with whi te bar on wing)
training_tagged,"ny. neejwara ijugo, saying used to describe the greatness of a feast that will be held"
training_tagged,cow with a stripe right down it s taH
training_tagged,mode of hair dressing (sticking straight up)
training_tagged,"day time, during the day"
training_tagged,deep hole in the ground
training_tagged,you have tom my old cloth
training_tagged,large house of chief (in front yard)
training_tagged,"to grow fat, grow up"
training_tagged,to take tales or accuse openly
training_tagged,"method of teaching, p reaching, educati ng"
training_tagged,"the grains nyinaarumiinywe, n.. baanyinarumiinywe )"
training_tagged,(pl. your maternal of her millet crop are just beginning to
training_tagged,"he was a man capable of undertaking any job given to him. nyinaruminyowe, baany"
training_tagged,"owner of a house, proprietor, head of family, house holder"
training_tagged,his/her maternal aunt (mothers sister)
training_tagged,"to go in a body,jostle one another"
training_tagged,plant with thick fleshy stem and leave s which are u sed to remove stains from hands or to treat a swollen part of body
training_tagged,general name for a group of birds
training_tagged,"to walk slowly and quietly, come out of hole, etc"
training_tagged,"robin-<:hat, mocking bird, edible berries (fruit of a thorny bush)"
training_tagged,the reason why he/she hated him/her was because he/she treated him/her scornfully while they were among people
training_tagged,to be shiny wi th
training_tagged,"to spring out, become thin and taller than others"
training_tagged,"to grow badly, be thin, be choked (as flowers by weeds)"
training_tagged,to have one's skin peeled off
training_tagged,"ndi eny. yaawe, I am behind you."
training_tagged,"to be pleasant, agreeable, interesting"
training_tagged,to crush or press bananas for extracting juice
training_tagged,"to suf k up, draw up"
training_tagged,"to make to drink, give to drink"
training_tagged,cow with a young one
training_tagged,woman who is physically incapable of bearing
training_tagged,"obwahati tikabiri, something you get to day is not the same as something you will get tomorrow"
training_tagged,"mukaguze kurungi obwo/yaho aizerege yaraara omba isenkuru, ask him/her tactfully, perhaps he may have slept at bis grandfat her's home"
training_tagged,"to 309 ogeza ohya cause to bathe, wash with"
training_tagged,we wash with soap and water
training_tagged,"to bathe, wash someone or something"
training_tagged,they are going to wash their clothes
training_tagged,they charmed him not to be in good terms with him (but sec below)
training_tagged,llent him/her the money from my home
training_tagged,title (empaako) given to the King of Bunyoro Kitara and Tooro
training_tagged,to set light t o
training_tagged,"oku nyowe tindigyay o, I shall never go there (place known by the two speakers)"
training_tagged,brother of the King of Bunyoro-Kitara who is set over the other princes
training_tagged,we must always bum the refuse
training_tagged,"to be dried up, rigid, stiff"
training_tagged,"nooyomallga 11i ra 31l omba omu hangoma yaawe '', words of the story of King lsaza waraga, "" I am getting dried up"" ""be dried up, Lord, provided that you areonyour throne"""
training_tagged,"to rustle (as grass, reeds etc"
training_tagged,to disturb by making noise
training_tagged,both thieves have been arrested
training_tagged,both of those trees are crooked.
training_tagged,to make to rustle or rattle
training_tagged,"to be alive, strong, well"
training_tagged,the Lord kept him alive
training_tagged,he was kept alive by the power of God.
training_tagged,he/she has been busy with the cattle the whole day.
training_tagged,"to be dried up, be constipated"
training_tagged,when a person is constipated he/she cannot go to the toilet.
training_tagged,they could not convict him of the wrong he did
training_tagged,I n Bunyoro I am referred to as Manager
training_tagged,all of it or them
training_tagged,to spoil or eat crops of another by one's animals
training_tagged,to drink much at one time (dirty or unpalatable liquid)
training_tagged,to cause to be spoil t or eaten (e
training_tagged,it is these who have not been given
training_tagged,"tomake to increase, give extra"
training_tagged,"to bring up, rear (with difficulty), nurse carefuJly"
training_tagged,"ente eyollkeze, the CO\\ h:is suckled its calf (not milked)"
training_tagged,I have seen his very walking stick.
